Student_ID,Career,Domain,Raw_Fit_Score,Skill_Coverage,Adjusted_Fit_Score,Readiness,Top_Skill_Gaps,Top_Gap_Values,High_Priority_Gaps,Medium_Priority_Gaps,Recommendation,Career_Rank
17405.0,Risk Analyst,Finance & Accounting,79.26,87.5,79.26,Strong Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis, Statistics","3.0, 2.0, 1.75, 1.66, 1.0",1,3,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
17406.0,Risk Analyst,Finance & Accounting,83.78,87.5,83.78,Strong Fit,"Excel, Communication, Risk_Analysis, Financial_Analysis, Statistics","2.04, 2.0, 1.63, 1.42, 0.63",0,3,"Career is suitable, but improvement is recommended in: Excel, Communication, Risk_Analysis",1
17407.0,Risk Analyst,Finance & Accounting,77.22,87.5,77.22,Strong Fit,"Excel, Financial_Analysis, Risk_Analysis, Statistics, Problem_Solving","3.15, 2.44, 2.32, 1.32, 1.32",1,2,"Career is suitable, but improvement is recommended in: Excel, Financial_Analysis, Risk_Analysis",1
17408.0,Teacher,Education,52.07,100.0,52.07,Developing,"Presentation, Subject_Knowledge, Planning, Teaching, Communication","4.67, 4.5, 4.28, 4.25, 4.0",7,0,"Career is suitable, but improvement is recommended in: Presentation, Subject_Knowledge, Planning",1
17409.0,Operations Analyst,Business & Management,93.98,75.0,93.98,Excellent Fit,"Data_Analysis, Problem_Solving, Excel","1.06, 0.93, 0.9",0,0,"Career is suitable, but improvement is recommended in: Data_Analysis, Problem_Solving, Excel",1
17410.0,Tax Consultant,Finance & Accounting,85.27,85.71428571428571,85.27,Excellent Fit,"Taxation, Accounting, Excel, Attention_to_Detail, Financial_Reporting","2.31, 2.31, 2.14, 0.67, 0.2",0,3,"Career is suitable, but improvement is recommended in: Taxation, Accounting, Excel",1
17411.0,Operations Analyst,Business & Management,92.37,75.0,92.37,Excellent Fit,"Communication, Excel, Data_Analysis, Problem_Solving, Business_Analysis","1.0, 0.92, 0.78, 0.5, 0.28",0,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
17412.0,Operations Analyst,Business & Management,95.77,75.0,95.77,Excellent Fit,"Excel, Data_Analysis, Problem_Solving","1.01, 0.67, 0.35",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
17413.0,Operations Analyst,Business & Management,72.51,75.0,72.51,Strong Fit,"Data_Analysis, Excel, Problem_Solving, Communication, Business_Analysis","2.57, 2.45, 2.35, 2.0, 1.93",0,5,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
17414.0,Operations Analyst,Business & Management,97.62,75.0,97.62,Excellent Fit,Communication,1.0,0,0,"Career is suitable, but improvement is recommended in: Communication",1
17415.0,Teacher,Education,64.88,100.0,64.88,Moderate Fit,"Subject_Knowledge, Teaching, Presentation, Planning, Communication","4.5, 3.75, 3.33, 3.06, 3.0",5,2,"Career is suitable, but improvement is recommended in: Subject_Knowledge, Teaching, Presentation",1
17417.0,Operations Analyst,Business & Management,80.93,75.0,80.93,Strong Fit,"Communication, Problem_Solving, Excel, Data_Analysis, Business_Analysis","3.0, 1.46, 1.43, 1.42, 1.24",1,0,"Career is suitable, but improvement is recommended in: Communication, Problem_Solving, Excel",1
17420.0,Operations Analyst,Business & Management,100.0,75.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
17421.0,Credit Analyst,Finance & Accounting,75.77,87.5,75.77,Strong Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis, Problem_Solving","3.0, 2.6, 2.25, 2.06, 1.6",1,4,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
17423.0,Data Scientist,Technology & Data,91.32,100.0,91.32,Excellent Fit,"Machine_Learning, Data_Visualization, Python, Communication, Statistics","1.18, 1.17, 1.0, 1.0, 0.86",0,0,"Career is suitable, but improvement is recommended in: Machine_Learning, Data_Visualization, Python",1
17424.0,Data Engineer,Technology & Data,96.87,100.0,96.87,Excellent Fit,"SQL, Database_Management, Problem_Solving","1.2, 0.83, 0.7",0,0,"Career is suitable, but improvement is recommended in: SQL, Database_Management, Problem_Solving",1
17425.0,Operations Analyst,Business & Management,93.05,75.0,93.05,Excellent Fit,"Data_Analysis, Excel, Problem_Solving, Business_Analysis","1.1, 1.05, 0.98, 0.18",0,0,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
17426.0,Operations Analyst,Business & Management,92.27,75.0,92.27,Excellent Fit,"Data_Analysis, Problem_Solving, Excel","1.27, 1.24, 1.2",0,0,"Career is suitable, but improvement is recommended in: Data_Analysis, Problem_Solving, Excel",1
17427.0,Operations Analyst,Business & Management,91.13,75.0,91.13,Excellent Fit,"Excel, Communication, Data_Analysis, Problem_Solving, Business_Analysis","1.28, 1.0, 0.92, 0.71, 0.18",0,0,"Career is suitable, but improvement is recommended in: Excel, Communication, Data_Analysis",1
17428.0,Operations Analyst,Business & Management,96.7,75.0,96.7,Excellent Fit,"Communication, Problem_Solving, Data_Analysis","1.0, 0.33, 0.11",0,0,"Career is suitable, but improvement is recommended in: Communication, Problem_Solving, Data_Analysis",1
17429.0,Data Engineer,Technology & Data,98.63,100.0,98.63,Excellent Fit,"Database_Management, SQL","0.83, 0.4",0,0,"Career is suitable, but improvement is recommended in: Database_Management, SQL",1
17430.0,Social Media Manager,Marketing & Media,98.15,100.0,98.15,Excellent Fit,Creativity,1.33,0,0,"Career is suitable, but improvement is recommended in: Creativity",1
17431.0,Operations Analyst,Business & Management,86.65,75.0,86.65,Excellent Fit,"Problem_Solving, Excel, Data_Analysis, Communication, Business_Analysis","1.57, 1.54, 1.49, 1.0, 0.58",0,2,"Career is suitable, but improvement is recommended in: Problem_Solving, Excel, Data_Analysis",1
17432.0,Operations Analyst,Business & Management,82.77,75.0,82.77,Strong Fit,"Communication, Business_Analysis, Data_Analysis, Problem_Solving, Excel","3.0, 1.34, 1.21, 1.14, 0.96",1,0,"Career is suitable, but improvement is recommended in: Communication, Business_Analysis, Data_Analysis",1
17433.0,Data Engineer,Technology & Data,84.45,100.0,84.45,Strong Fit,"SQL, Problem_Solving, Database_Management, Data_Pipelines, ETL","3.3, 3.11, 2.17, 1.17, 1.17",2,1,"Career is suitable, but improvement is recommended in: SQL, Problem_Solving, Database_Management",1
17434.0,Risk Analyst,Finance & Accounting,92.05,87.5,92.05,Excellent Fit,"Excel, Communication, Financial_Analysis, Risk_Analysis","1.59, 1.0, 0.93, 0.89",0,1,"Career is suitable, but improvement is recommended in: Excel, Communication, Financial_Analysis",1
17435.0,Accountant,Finance & Accounting,82.92,100.0,82.92,Strong Fit,"Financial_Reporting, Accounting, Excel, Internship, Taxation","2.52, 2.28, 2.12, 1.67, 1.28",0,4,"Career is suitable, but improvement is recommended in: Financial_Reporting, Accounting, Excel",1
17436.0,Credit Analyst,Finance & Accounting,70.51,87.5,70.51,Strong Fit,"Risk_Analysis, Financial_Analysis, Problem_Solving, Excel, Communication","3.97, 2.98, 2.97, 2.58, 2.0",1,4,"Career is suitable, but improvement is recommended in: Risk_Analysis, Financial_Analysis, Problem_Solving",1
17438.0,Risk Analyst,Finance & Accounting,82.32,87.5,82.32,Strong Fit,"Excel, Communication, Risk_Analysis, Financial_Analysis, Statistics","2.22, 2.0, 1.77, 1.51, 0.77",0,4,"Career is suitable, but improvement is recommended in: Excel, Communication, Risk_Analysis",1
17439.0,Credit Analyst,Finance & Accounting,78.2,87.5,78.2,Strong Fit,"Risk_Analysis, Excel, Financial_Analysis, Communication, Problem_Solving","2.52, 2.37, 2.01, 2.0, 1.52",0,5,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Financial_Analysis",1
17440.0,Risk Analyst,Finance & Accounting,66.28,87.5,66.28,Moderate Fit,"Excel, Risk_Analysis, Communication, Financial_Analysis, Statistics","3.35, 3.12, 3.0, 2.97, 2.12",3,4,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Communication",1
17441.0,Data Analyst,Technology & Data,88.18,100.0,88.18,Excellent Fit,"Excel, Data_Visualization, SQL, Business_Analysis, Projects","2.18, 2.0, 1.6, 1.4, 1.0",0,3,"Career is suitable, but improvement is recommended in: Excel, Data_Visualization, SQL",1
17442.0,Data Scientist,Technology & Data,93.44,100.0,93.44,Excellent Fit,"Data_Visualization, Communication, Machine_Learning, Statistics, Problem_Solving","1.17, 1.0, 0.78, 0.71, 0.71",0,0,"Career is suitable, but improvement is recommended in: Data_Visualization, Communication, Machine_Learning",1
17443.0,Credit Analyst,Finance & Accounting,97.66,87.5,97.66,Excellent Fit,"Communication, Excel","1.0, 0.17",0,0,"Career is suitable, but improvement is recommended in: Communication, Excel",1
17444.0,Data Scientist,Technology & Data,89.38,100.0,89.38,Excellent Fit,"Communication, Data_Visualization, Python, Machine_Learning, Problem_Solving","2.0, 1.67, 1.0, 0.89, 0.77",0,2,"Career is suitable, but improvement is recommended in: Communication, Data_Visualization, Python",1
17445.0,Graphic Designer,Design & Creative,76.67,100.0,76.67,Strong Fit,"Creativity, Visual_Design, Portfolio, Typography, Branding","3.17, 2.67, 2.33, 1.67, 1.67",1,5,"Career is suitable, but improvement is recommended in: Creativity, Visual_Design, Portfolio",1
17447.0,Operations Analyst,Business & Management,94.43,75.0,94.43,Excellent Fit,"Data_Analysis, Problem_Solving, Excel, Business_Analysis","0.94, 0.75, 0.71, 0.24",0,0,"Career is suitable, but improvement is recommended in: Data_Analysis, Problem_Solving, Excel",1
17448.0,Operations Analyst,Business & Management,94.94,75.0,94.94,Excellent Fit,"Excel, Data_Analysis, Problem_Solving","1.07, 0.81, 0.55",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
17449.0,Credit Analyst,Finance & Accounting,57.84,87.5,57.84,Moderate Fit,"Risk_Analysis, Financial_Analysis, Excel, Problem_Solving, Accounting","4.62, 3.97, 3.71, 3.62, 2.71",4,3,"Career is suitable, but improvement is recommended in: Risk_Analysis, Financial_Analysis, Excel",1
17450.0,Operations Analyst,Business & Management,78.89,75.0,78.89,Strong Fit,"Data_Analysis, Excel, Problem_Solving, Business_Analysis, Projects","2.56, 2.45, 2.34, 1.27, 1.0",0,3,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
17451.0,Risk Analyst,Finance & Accounting,85.28,87.5,85.28,Excellent Fit,"Communication, Excel, Risk_Analysis, Financial_Analysis, Statistics","2.0, 1.92, 1.47, 1.32, 0.47",0,2,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
17452.0,Operations Analyst,Business & Management,85.74,75.0,85.74,Excellent Fit,"Communication, Excel, Data_Analysis, Problem_Solving, Business_Analysis","2.0, 1.45, 1.2, 1.13, 0.68",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
17453.0,Operations Analyst,Business & Management,95.24,75.0,95.24,Excellent Fit,Communication,2.0,0,1,"Career is suitable, but improvement is recommended in: Communication",1
17454.0,Data Scientist,Technology & Data,75.61,100.0,75.61,Strong Fit,"Statistics, Problem_Solving, Machine_Learning, Python, Data_Visualization","3.34, 3.34, 2.76, 2.0, 2.0",2,5,"Career is suitable, but improvement is recommended in: Statistics, Problem_Solving, Machine_Learning",1
17455.0,Machine Learning Engineer,Technology & Data,100.0,100.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
17456.0,Instructional Designer,Education,97.93,100.0,97.93,Excellent Fit,"Instructional_Design, Creativity","0.93, 0.33",0,0,"Career is suitable, but improvement is recommended in: Instructional_Design, Creativity",1
17457.0,Data Analyst,Technology & Data,80.23,100.0,80.23,Strong Fit,"SQL, Excel, Business_Analysis, Data_Visualization, Statistics","2.95, 2.45, 2.3, 2.0, 1.4",0,4,"Career is suitable, but improvement is recommended in: SQL, Excel, Business_Analysis",1
17458.0,Operations Analyst,Business & Management,75.38,75.0,75.38,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Business_Analysis, Communication","2.69, 2.59, 2.38, 1.47, 1.0",0,3,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
17460.0,Operations Analyst,Business & Management,93.16,75.0,93.16,Excellent Fit,"Data_Analysis, Problem_Solving, Excel, Business_Analysis","1.1, 0.98, 0.85, 0.31",0,0,"Career is suitable, but improvement is recommended in: Data_Analysis, Problem_Solving, Excel",1
17461.0,Data Scientist,Technology & Data,75.44,100.0,75.44,Strong Fit,"Python, Machine_Learning, Data_Visualization, Statistics, Problem_Solving","3.0, 2.57, 2.5, 2.05, 2.05",1,7,"Career is suitable, but improvement is recommended in: Python, Machine_Learning, Data_Visualization",1
17462.0,Operations Analyst,Business & Management,76.76,75.0,76.76,Strong Fit,"Data_Analysis, Communication, Excel, Business_Analysis, Problem_Solving","2.04, 2.0, 1.96, 1.73, 1.56",0,5,"Career is suitable, but improvement is recommended in: Data_Analysis, Communication, Excel",1
17463.0,Operations Analyst,Business & Management,79.53,75.0,79.53,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Business_Analysis, Communication","2.3, 2.07, 1.61, 1.2, 1.0",0,3,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
17464.0,Operations Analyst,Business & Management,81.79,75.0,81.79,Strong Fit,"Data_Analysis, Excel, Problem_Solving, Business_Analysis, Projects","2.2, 2.15, 1.8, 1.1, 1.0",0,3,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
17466.0,Renewable Energy Analyst,Environment & Sustainability,89.81,57.14285714285714,80.83,Strong Fit,"Research, Data_Analysis, Problem_Solving","1.25, 1.07, 0.94",0,0,"Career is suitable, but improvement is recommended in: Research, Data_Analysis, Problem_Solving",1
17467.0,Operations Analyst,Business & Management,100.0,75.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
17468.0,Data Scientist,Technology & Data,85.53,100.0,85.53,Excellent Fit,"Python, Communication, Data_Visualization, Machine_Learning, Problem_Solving","2.0, 2.0, 1.67, 1.67, 1.25",0,4,"Career is suitable, but improvement is recommended in: Python, Communication, Data_Visualization",1
17470.0,Graphic Designer,Design & Creative,78.58,100.0,78.58,Strong Fit,"Creativity, Visual_Design, Portfolio, Typography, Branding","2.67, 2.47, 2.33, 1.47, 1.47",0,3,"Career is suitable, but improvement is recommended in: Creativity, Visual_Design, Portfolio",1
17471.0,Operations Analyst,Business & Management,98.48,75.0,98.48,Excellent Fit,"Excel, Data_Analysis","0.5, 0.23",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis",1
17472.0,Credit Analyst,Finance & Accounting,83.52,87.5,83.52,Strong Fit,"Risk_Analysis, Excel, Financial_Analysis, Problem_Solving, Accounting","2.6, 2.45, 2.07, 1.6, 0.62",0,4,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Financial_Analysis",1
17474.0,Machine Learning Engineer,Technology & Data,98.41,100.0,98.41,Excellent Fit,"Python, Machine_Learning","1.0, 0.29",0,0,"Career is suitable, but improvement is recommended in: Python, Machine_Learning",1
17475.0,Data Scientist,Technology & Data,96.27,100.0,96.27,Excellent Fit,"Python, Machine_Learning, Data_Visualization, Projects","1.0, 0.84, 0.67, 0.33",0,0,"Career is suitable, but improvement is recommended in: Python, Machine_Learning, Data_Visualization",1
17476.0,Risk Analyst,Finance & Accounting,82.67,87.5,82.67,Strong Fit,"Excel, Financial_Analysis, Risk_Analysis, Statistics, Problem_Solving","2.93, 2.19, 1.95, 0.95, 0.95",0,3,"Career is suitable, but improvement is recommended in: Excel, Financial_Analysis, Risk_Analysis",1
17477.0,Operations Analyst,Business & Management,89.16,75.0,89.16,Excellent Fit,"Communication, Excel, Data_Analysis, Business_Analysis, Problem_Solving","2.0, 0.93, 0.78, 0.61, 0.51",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
17478.0,Data Engineer,Technology & Data,99.13,100.0,99.13,Excellent Fit,"SQL, Database_Management","0.45, 0.33",0,0,"Career is suitable, but improvement is recommended in: SQL, Database_Management",1
17479.0,Credit Analyst,Finance & Accounting,82.26,87.5,82.26,Strong Fit,"Communication, Risk_Analysis, Financial_Analysis, Problem_Solving, Financial_Reporting","3.0, 2.29, 1.3, 1.29, 0.9",1,1,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Financial_Analysis",1
17480.0,Data Scientist,Technology & Data,96.05,100.0,96.05,Excellent Fit,"Python, Communication, Data_Visualization, Statistics, Problem_Solving","1.0, 1.0, 0.33, 0.16, 0.16",0,0,"Career is suitable, but improvement is recommended in: Python, Communication, Data_Visualization",1
17481.0,Risk Analyst,Finance & Accounting,90.64,87.5,90.64,Excellent Fit,"Excel, Risk_Analysis, Financial_Analysis, Communication, Statistics","1.71, 1.11, 1.07, 1.0, 0.11",0,1,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
17482.0,Credit Analyst,Finance & Accounting,97.91,87.5,97.91,Excellent Fit,"Communication, Excel","1.0, 0.03",0,0,"Career is suitable, but improvement is recommended in: Communication, Excel",1
17483.0,Operations Analyst,Business & Management,78.58,75.0,78.58,Strong Fit,"Communication, Problem_Solving, Data_Analysis, Excel, Business_Analysis","3.0, 1.91, 1.71, 1.62, 1.41",1,3,"Career is suitable, but improvement is recommended in: Communication, Problem_Solving, Data_Analysis",1
17484.0,Graphic Designer,Design & Creative,95.93,100.0,95.93,Excellent Fit,"Creativity, Visual_Design, Portfolio","1.33, 0.93, 0.67",0,0,"Career is suitable, but improvement is recommended in: Creativity, Visual_Design, Portfolio",1
17485.0,Operations Analyst,Business & Management,85.96,75.0,85.96,Excellent Fit,"Excel, Data_Analysis, Problem_Solving, Projects, Business_Analysis","1.9, 1.67, 1.0, 1.0, 0.73",0,2,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
17486.0,Financial Analyst,Finance & Accounting,83.55,100.0,83.55,Strong Fit,"Excel, Financial_Analysis, Communication, Financial_Modeling, Accounting","3.41, 2.64, 2.0, 1.64, 1.58",1,4,"Career is suitable, but improvement is recommended in: Excel, Financial_Analysis, Communication",1
17488.0,Risk Analyst,Finance & Accounting,89.83,87.5,89.83,Excellent Fit,"Excel, Risk_Analysis, Financial_Analysis, Statistics, Problem_Solving","1.71, 1.46, 1.31, 0.46, 0.46",0,1,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
17489.0,Operations Analyst,Business & Management,76.55,75.0,76.55,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Business_Analysis, Communication","2.66, 2.44, 2.16, 1.33, 1.0",0,3,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
17490.0,Operations Analyst,Business & Management,90.66,75.0,90.66,Excellent Fit,"Excel, Communication, Data_Analysis, Problem_Solving, Business_Analysis","1.32, 1.0, 0.98, 0.8, 0.21",0,0,"Career is suitable, but improvement is recommended in: Excel, Communication, Data_Analysis",1
17491.0,Data Scientist,Technology & Data,91.88,100.0,91.88,Excellent Fit,"Statistics, Problem_Solving, Data_Visualization, Communication, Machine_Learning","1.3, 1.3, 1.17, 1.0, 0.85",0,0,"Career is suitable, but improvement is recommended in: Statistics, Problem_Solving, Data_Visualization",1
17492.0,Operations Analyst,Business & Management,77.07,75.0,77.07,Strong Fit,"Data_Analysis, Excel, Problem_Solving, Business_Analysis, Communication","2.4, 2.29, 2.09, 1.53, 1.0",0,4,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
17493.0,Risk Analyst,Finance & Accounting,57.88,87.5,57.88,Moderate Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis, Statistics","4.0, 3.83, 3.67, 3.45, 2.83",4,3,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
17494.0,Tax Consultant,Finance & Accounting,92.86,85.71428571428571,92.86,Excellent Fit,Communication,3.0,1,0,"Career is suitable, but improvement is recommended in: Communication",1
17495.0,Operations Analyst,Business & Management,84.19,75.0,84.19,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Projects, Business_Analysis","2.31, 1.87, 1.31, 1.0, 0.67",0,2,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
17496.0,Tax Consultant,Finance & Accounting,95.29,85.71428571428571,95.29,Excellent Fit,"Attention_to_Detail, Taxation, Accounting, Excel","0.67, 0.66, 0.66, 0.49",0,0,"Career is suitable, but improvement is recommended in: Attention_to_Detail, Taxation, Accounting",1
17497.0,Renewable Energy Analyst,Environment & Sustainability,77.81,57.14285714285714,70.03,Strong Fit,"Research, Data_Analysis, Problem_Solving, Statistics","2.27, 2.18, 1.77, 0.77",0,3,"Career is suitable, but improvement is recommended in: Research, Data_Analysis, Problem_Solving",1
17498.0,Operations Analyst,Business & Management,85.76,75.0,85.76,Excellent Fit,"Communication, Excel, Data_Analysis, Problem_Solving, Business_Analysis","2.0, 1.54, 1.19, 1.12, 0.61",0,2,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
17499.0,Data Engineer,Technology & Data,98.52,100.0,98.52,Excellent Fit,"Database_Management, SQL","0.83, 0.5",0,0,"Career is suitable, but improvement is recommended in: Database_Management, SQL",1
17500.0,Operations Analyst,Business & Management,90.84,75.0,90.84,Excellent Fit,"Communication, Data_Analysis, Excel, Problem_Solving, Business_Analysis","1.0, 0.98, 0.97, 0.8, 0.44",0,0,"Career is suitable, but improvement is recommended in: Communication, Data_Analysis, Excel",1
17501.0,Credit Analyst,Finance & Accounting,73.21,87.5,73.21,Strong Fit,"Risk_Analysis, Financial_Analysis, Excel, Problem_Solving, Communication","3.38, 2.58, 2.58, 2.38, 2.0",1,4,"Career is suitable, but improvement is recommended in: Risk_Analysis, Financial_Analysis, Excel",1
17502.0,Operations Analyst,Business & Management,82.46,75.0,82.46,Strong Fit,"Problem_Solving, Data_Analysis, Excel, Communication, Business_Analysis","2.38, 2.03, 1.79, 1.0, 0.94",0,3,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
17503.0,Credit Analyst,Finance & Accounting,75.16,87.5,75.16,Strong Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis, Problem_Solving","3.0, 2.53, 2.42, 2.02, 1.53",1,4,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
17504.0,Data Analyst,Technology & Data,94.22,100.0,94.22,Excellent Fit,"Excel, SQL, Business_Analysis, Data_Visualization, Statistics","1.39, 0.95, 0.74, 0.67, 0.18",0,0,"Career is suitable, but improvement is recommended in: Excel, SQL, Business_Analysis",1
17505.0,Data Scientist,Technology & Data,84.61,100.0,84.61,Strong Fit,"Internship, Statistics, Problem_Solving, Data_Visualization, Machine_Learning","2.67, 1.61, 1.61, 1.17, 1.15",0,3,"Career is suitable, but improvement is recommended in: Internship, Statistics, Problem_Solving",1
17506.0,Graphic Designer,Design & Creative,94.35,100.0,94.35,Excellent Fit,"Creativity, Visual_Design, Portfolio, Typography, Color_Theory","1.83, 1.13, 0.67, 0.13, 0.13",0,1,"Career is suitable, but improvement is recommended in: Creativity, Visual_Design, Portfolio",1
17507.0,Operations Analyst,Business & Management,97.92,75.0,97.92,Excellent Fit,"Excel, Data_Analysis","0.78, 0.22",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis",1
17508.0,Operations Analyst,Business & Management,78.04,75.0,78.04,Strong Fit,"Problem_Solving, Data_Analysis, Communication, Business_Analysis, Excel","2.65, 2.21, 2.0, 1.64, 1.52",0,5,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Communication",1
17509.0,Operations Analyst,Business & Management,93.69,75.0,93.69,Excellent Fit,"Data_Analysis, Excel, Problem_Solving","1.07, 1.01, 0.95",0,0,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
17510.0,Operations Analyst,Business & Management,64.15,75.0,64.15,Moderate Fit,"Communication, Data_Analysis, Excel, Problem_Solving, Business_Analysis","4.0, 2.81, 2.72, 2.72, 2.67",1,4,"Career is suitable, but improvement is recommended in: Communication, Data_Analysis, Excel",1
17511.0,Data Engineer,Technology & Data,99.58,100.0,99.58,Excellent Fit,"Database_Management, SQL","0.33, 0.05",0,0,"Career is suitable, but improvement is recommended in: Database_Management, SQL",1
17512.0,Operations Analyst,Business & Management,77.12,75.0,77.12,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Business_Analysis, Communication","2.42, 2.38, 2.07, 1.43, 1.0",0,3,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
17513.0,Operations Analyst,Business & Management,97.41,75.0,97.41,Excellent Fit,"Communication, Problem_Solving","1.0, 0.1",0,0,"Career is suitable, but improvement is recommended in: Communication, Problem_Solving",1
17514.0,Data Scientist,Technology & Data,78.09,100.0,78.09,Strong Fit,"Python, Machine_Learning, Data_Visualization, Projects, Statistics","3.0, 2.55, 2.0, 2.0, 1.98",1,6,"Career is suitable, but improvement is recommended in: Python, Machine_Learning, Data_Visualization",1
17515.0,Operations Analyst,Business & Management,70.49,75.0,70.49,Strong Fit,"Problem_Solving, Data_Analysis, Excel, Business_Analysis, Communication","3.36, 3.24, 2.61, 2.17, 1.0",2,2,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
17516.0,Operations Analyst,Business & Management,98.23,75.0,98.23,Excellent Fit,"Excel, Data_Analysis","0.59, 0.26",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis",1
17517.0,Risk Analyst,Finance & Accounting,83.38,87.5,83.38,Strong Fit,"Communication, Excel, Risk_Analysis, Financial_Analysis, Statistics","2.0, 1.99, 1.69, 1.46, 0.69",0,3,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
17518.0,Risk Analyst,Finance & Accounting,66.61,87.5,66.61,Moderate Fit,"Excel, Risk_Analysis, Financial_Analysis, Statistics, Problem_Solving","3.44, 3.31, 3.1, 2.31, 2.31",3,4,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
17519.0,Risk Analyst,Finance & Accounting,91.12,87.5,91.12,Excellent Fit,"Excel, Risk_Analysis, Financial_Analysis, Statistics, Problem_Solving","1.58, 1.33, 1.22, 0.33, 0.33",0,1,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
17520.0,Operations Analyst,Business & Management,97.62,75.0,97.62,Excellent Fit,Communication,1.0,0,0,"Career is suitable, but improvement is recommended in: Communication",1
17521.0,Teacher,Education,68.45,100.0,68.45,Moderate Fit,"Subject_Knowledge, Patience, Planning, Teaching, Presentation","4.03, 4.0, 3.57, 2.52, 2.33",3,3,"Career is suitable, but improvement is recommended in: Subject_Knowledge, Patience, Planning",1
17522.0,Operations Analyst,Business & Management,76.87,75.0,76.87,Strong Fit,"Communication, Excel, Problem_Solving, Business_Analysis, Data_Analysis","4.0, 1.63, 1.62, 1.54, 1.52",1,4,"Career is suitable, but improvement is recommended in: Communication, Excel, Problem_Solving",1
17523.0,Operations Analyst,Business & Management,90.52,75.0,90.52,Excellent Fit,"Communication, Excel, Data_Analysis, Business_Analysis, Problem_Solving","2.0, 1.0, 0.6, 0.38, 0.23",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
17525.0,Data Scientist,Technology & Data,100.0,100.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
17526.0,Graphic Designer,Design & Creative,94.35,100.0,94.35,Excellent Fit,"Creativity, Visual_Design, Portfolio, Typography, Color_Theory","1.83, 1.13, 0.67, 0.13, 0.13",0,1,"Career is suitable, but improvement is recommended in: Creativity, Visual_Design, Portfolio",1
